Date,Year,Month,Circle,Monument,Domestic_Visitors,Foreign_Visitors
2014-07-01,2014,July,Tiruchirappalli,"Moovarkoil, Kodumbalur",1188,2
2014-07-01,2014,July,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2057,12
2014-07-01,2014,July,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,1624,24
2014-07-01,2014,July,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1195,32
2014-07-01,2014,July,Tiruchirappalli,"Fort Museum, Thirumayam",15769,281
2014-07-01,2014,July,Tiruchirappalli,Fort Vattakottai,8065,17
2014-07-01,2014,July,Bhopal,Buddhist Caves,1023,2
2014-07-01,2014,July,Bhopal,"The palace situated in the fort, Burhanpur",2702,15
2014-07-01,2014,July,Bhopal,Hoshang Shah's Tomb,6973,108
2014-07-01,2014,July,Bhopal,"Group of monument, Royal Palace Mandu",23931,142
2014-07-01,2014,July,Bhopal,Roopmati's Pavilion,21201,101
2014-07-01,2014,July,Bhopal,"Buddhist Monuments, Sanchi",16557,263
2014-07-01,2014,July,Bhopal,Gwalior Fort,16734,506
2014-07-01,2014,July,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1938,0
2014-07-01,2014,July,Bhopal,"Badal Mahal Gatwway, Chanderi",764,4
2014-07-01,2014,July,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,3012,41
2014-07-01,2014,July,Bhopal,Bir Singh Palace Datia,1327,41
2014-07-01,2014,July,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1455,1
2014-07-01,2014,July,Jabalpur,"Western Group of Temples, Khajuraho",14084,2399
2014-07-01,2014,July,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",3707,2
2014-07-01,2014,July,Dharwad,Durga temple complex Aihole,12346,254
2014-07-01,2014,July,Dharwad,"Jaina & Vaishnava Cave, Badami",20634,374
2014-07-01,2014,July,Dharwad,Group of Monuments (WH) Pattadakal,15570,255
2014-07-01,2014,July,Dharwad,"Gol Gumbaz, Vijayapura",41711,86
2014-07-01,2014,July,Dharwad,"Ibrahim Rauza, Bijapur",8259,68
2014-07-01,2014,July,Dharwad,"Temples & Sculpture Shed, lakkumdi",739,5
2014-07-01,2014,July,Hampi,"Group of Monuments, Hampi",31236,1436
2014-07-01,2014,July,Hampi,Bellary Fort,1864,3
2014-07-01,2014,July,Banglore,Dariya Daulath Bagh,33849,733
2014-07-01,2014,July,Banglore,Keshava Temple,10269,498
2014-07-01,2014,July,Banglore,Palace of Tipu Sultan,15464,645
2014-07-01,2014,July,Banglore,Fortress and Temple Chitrudurga Fort,20872,67
2014-07-01,2014,July,Raiganj,Cooch Bihar Palace,26204,2
2014-07-01,2014,July,Raiganj,Hazarduari Palace,43677,111
2014-07-01,2014,July,Kolkata,Bishnupur Temples,9226,30
2014-07-01,2014,July,Kolkata,Metcelf-Hall,34,1
2014-07-01,2014,July,Rajkot,"Asokan Rock Edict, Jungadh",313,8
2014-07-01,2014,July,Rajkot,"Buddhish Caves, Junagadh",1082,45
2014-07-01,2014,July,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",374,9
2014-07-01,2014,July,Vadodara,"Champaner Monuments, Pavagadh",3584,117
2014-07-01,2014,July,Vadodara,"Sun temple, Modhera",13344,239
2014-07-01,2014,July,Vadodara,"Rani Ki-Vav, Patan",19630,222
2014-07-01,2014,July,Vadodara,"Rudabai Step Well, Adalaj",20044,408
2014-07-01,2014,July,Bhubaneswar,"Sun Temple, Konark",99515,263
2014-07-01,2014,July,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,17077,136
2014-07-01,2014,July,Bhubaneswar,Rajarani Temple,1045,31
2014-07-01,2014,July,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2191,36
2014-07-01,2014,July,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,2440,21
2014-07-01,2014,July,Aurangabad,Ajanta Caves,15924,926
2014-07-01,2014,July,Aurangabad,Ellora Caves,71718,1220
2014-07-01,2014,July,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),63112,540
2014-07-01,2014,July,Aurangabad,Daulatabad Fort,27670,307
2014-07-01,2014,July,Aurangabad,Pandulena Caves,10543,58
2014-07-01,2014,July,Aurangabad,Aurangabad Caves,9652,142
2014-07-01,2014,July,Mumbai,Elephanta Caves,34722,1915
2014-07-01,2014,July,Mumbai,Buddhist Caves Kanheri,21316,642
2014-07-01,2014,July,Mumbai,Shaniwarwada,56115,423
2014-07-01,2014,July,Mumbai,Aga  Khan Palace Building,13319,561
2014-07-01,2014,July,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",19564,5
2014-07-01,2014,July,Mumbai,"Caves, Temples and inscriptions Karla",14638,137
2014-07-01,2014,July,Mumbai,"Cave Temple & Inscriptions, Bhaja",4254,99
2014-07-01,2014,July,Mumbai,Raigad Fort,12147,4
2014-07-01,2014,July,Mumbai,"Kolaba Fort, Alibag",6277,6
2014-07-01,2014,July,Mumbai,"Old Fort, Sholapur",3095,2
2014-07-01,2014,July,Mumbai,"Janjira Fort, Murd",16280,9
2014-07-01,2014,July,Mumbai,Kondiote Caves,2080,29
2014-07-01,2014,July,Mumbai,Lohgad Fort,10674,38
2014-07-01,2014,July,Nagpur,Gawilgarh Fort,2855,0
2014-07-01,2014,July,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",94,3
2014-07-01,2014,July,Chandigarh,Suraj Kund,5404,4
2014-07-01,2014,July,Chandigarh,Sheikh Chilli's Tomb,2426,2
2014-07-01,2014,July,Delhi,Khan-I-Khana,100,2
2014-07-01,2014,July,Delhi,Sultanghari Tomb,32,0
2014-07-01,2014,July,Delhi,Tughluqabad,3834,45
2014-07-01,2014,July,Delhi,Red Fort,111166,4616
2014-07-01,2014,July,Delhi,Humayun Tomb,37909,11648
2014-07-01,2014,July,Delhi,Qutub Minar,121253,15115
2014-07-01,2014,July,Delhi,Hauzkhas,9477,170
2014-07-01,2014,July,Delhi,Jantar Mantar,10447,335
2014-07-01,2014,July,Delhi,Safdarjung Tomb,4666,1022
2014-07-01,2014,July,Delhi,Kotla Feroz Shah,4761,43
2014-07-01,2014,July,Delhi,Purana Qila,37406,310
2014-07-01,2014,July,Guwahati,Ahom Raja's Palace,2464,9
2014-07-01,2014,July,Guwahati,"Kareghar of Ahom Kings, Sibasagar",6785,32
2014-07-01,2014,July,Guwahati,"Ranghar Pavillion, Jaisagar",3606,28
2014-07-01,2014,July,Guwahati,Bishnudol,1229,6
2014-07-01,2014,July,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1470,8
2014-07-01,2014,July,Goa,Upper Fort Aguada,48020,464
2014-07-01,2014,July,Hyderabad,Charminar,67006,453
2014-07-01,2014,July,Hyderabad,Golconda,105058,1325
2014-07-01,2014,July,Hyderabad,Warangal,5741,17
2014-07-01,2014,July,Jaipur,Ancient Site Bhangarh,11100,110
2014-07-01,2014,July,Jaipur,Baori at Abhaneri,3614,4637
2014-07-01,2014,July,Jaipur,Deeg Bhawan,1855,69
2014-07-01,2014,July,Jodhpur,Chittaurgarh Fort,33727,906
2014-07-01,2014,July,Jodhpur,Kumbhalgarh Fort,26474,599
2014-07-01,2014,July,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,13100,5
2014-07-01,2014,July,Leh,Ancient Palace Leh,3604,360
2014-07-01,2014,July,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",5537,10
2014-07-01,2014,July,Patna,"Ancient site of Vaishali, Kolhua",6000,867
2014-07-01,2014,July,Patna,Excavated Remains at Nalanda,22691,1395
2014-07-01,2014,July,Patna,Ancient Site of Vikramshila Antichak,4164,27
2014-07-01,2014,July,Patna,Sher Shah's Tomb,11760,8
2014-07-01,2014,July,Raipur,Temple of Laxman and Old sites including sculptures sirpur,3710,5
2014-07-01,2014,July,Shimla,"Ruined Fort, kangra",5934,114
2014-07-01,2014,July,Shimla,Rock-cut Temples and Sculptures,4172,97
2014-07-01,2014,July,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",389,0
2014-07-01,2014,July,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",501,1
2014-07-01,2014,July,Srinagar,"Group of Temples at kiramchi, District Udhampur",284,0
2014-07-01,2014,July,Amaravati,Amaravati mahastupa,432,15
2014-07-01,2014,July,Amaravati,Undavalli caves,6721,30
2014-07-01,2014,July,Amaravati,Nagarjuna Kunda,1021,1
2014-07-01,2014,July,Amaravati,Chandragiri Monument,5337,5
2014-07-01,2014,July,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1269,4
2014-08-01,2014,August,Agra,Taj Mahal,269860,39318
2014-08-01,2014,August,Agra,Agra Fort,100956,23981
2014-08-01,2014,August,Agra,Fatehpur Sikri,23948,9737
2014-08-01,2014,August,Agra,Akbar Tomb Sikandra,11687,1000
2014-08-01,2014,August,Agra,Mariam tomb Sikandra,1487,27
2014-08-01,2014,August,Agra,Itimad-ud-Daulah-Tomb,7190,4477
2014-08-01,2014,August,Agra,Ram Bagh,5422,22
2014-08-01,2014,August,Agra,Mehtab Bagh,11552,4032
2014-08-01,2014,August,Agra,Mausoleum,29939,791
2014-08-01,2014,August,Lucknow,Site of Sahet mahet,3919,715
2014-08-01,2014,August,Lucknow,Residency Building,7442,215
2014-08-01,2014,August,Lucknow,Piprahwa & Ganwaria,2417,195
2014-08-01,2014,August,Jhansi,"Gupta Temple & Varah Temple, Deogarh",80,1
2014-08-01,2014,August,Jhansi,Kalinjar Fort,4522,7
2014-08-01,2014,August,Jhansi,Rani Lakshmi Bai Mahal,864,2
2014-08-01,2014,August,Jhansi,Rani Jhansi Fort,18684,36
2014-08-01,2014,August,Sarnath,Lord Cornwallis Tomb,1071,4
2014-08-01,2014,August,Sarnath,"Old Fort (Shahi Fort), Jaunpur",11900,6
2014-08-01,2014,August,Sarnath,Observatory of Man Singh,4640,53
2014-08-01,2014,August,Sarnath,Excavated Remains at sarnath,28100,5824
2014-08-01,2014,August,Sarnath,Tomb of Lal Khan,381,0
2014-08-01,2014,August,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,3352,315
2014-08-01,2014,August,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",21883,47
2014-08-01,2014,August,Thrissur,mattancherry Palace Museum Kochi,15759,4162
2014-08-01,2014,August,Thrissur,"Fort, Palakkad, Palakkad",9822,13
2014-08-01,2014,August,Thrissur,"Fort St. Angelo, Kannur",12206,172
2014-08-01,2014,August,Chennai,Group of Monuments Mamallapuram,76276,3233
2014-08-01,2014,August,Chennai,"Gingee Fort , Gingee",6674,108
2014-08-01,2014,August,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",2881,70
2014-08-01,2014,August,Tiruchirappalli,"Fort on Rock, Dindigual",1342,5
2014-08-01,2014,August,Tiruchirappalli,"Moovarkoil, Kodumbalur",1265,3
2014-08-01,2014,August,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",1615,9
2014-08-01,2014,August,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,1806,27
2014-08-01,2014,August,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1210,32
2014-08-01,2014,August,Tiruchirappalli,"Fort Museum, Thirumayam",19230,343
2014-08-01,2014,August,Tiruchirappalli,Fort Vattakottai,9386,20
2014-08-01,2014,August,Bhopal,Buddhist Caves,1221,2
2014-08-01,2014,August,Bhopal,"The palace situated in the fort, Burhanpur",3033,17
2014-08-01,2014,August,Bhopal,Hoshang Shah's Tomb,6792,105
2014-08-01,2014,August,Bhopal,"Group of monument, Royal Palace Mandu",20520,121
2014-08-01,2014,August,Bhopal,Roopmati's Pavilion,25497,122
2014-08-01,2014,August,Bhopal,"Buddhist Monuments, Sanchi",13812,219
2014-08-01,2014,August,Bhopal,Gwalior Fort,13257,401
2014-08-01,2014,August,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1882,0
2014-08-01,2014,August,Bhopal,"Badal Mahal Gatwway, Chanderi",823,5
2014-08-01,2014,August,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,2684,37
2014-08-01,2014,August,Bhopal,Bir Singh Palace Datia,1271,40
2014-08-01,2014,August,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1171,0
2014-08-01,2014,August,Jabalpur,"Western Group of Temples, Khajuraho",13949,2376
2014-08-01,2014,August,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",3745,2
2014-08-01,2014,August,Dharwad,Durga temple complex Aihole,12472,257
2014-08-01,2014,August,Dharwad,"Jaina & Vaishnava Cave, Badami",22595,410
2014-08-01,2014,August,Dharwad,Group of Monuments (WH) Pattadakal,13739,225
2014-08-01,2014,August,Dharwad,"Gol Gumbaz, Vijayapura",53260,110
2014-08-01,2014,August,Dharwad,"Ibrahim Rauza, Bijapur",9118,75
2014-08-01,2014,August,Dharwad,"Temples & Sculpture Shed, lakkumdi",680,4
2014-08-01,2014,August,Hampi,"Group of Monuments, Hampi",38589,1774
2014-08-01,2014,August,Hampi,Bellary Fort,1804,3
2014-08-01,2014,August,Banglore,Dariya Daulath Bagh,40337,874
2014-08-01,2014,August,Banglore,Keshava Temple,11061,536
2014-08-01,2014,August,Banglore,Palace of Tipu Sultan,13642,569
2014-08-01,2014,August,Banglore,Fortress and Temple Chitrudurga Fort,18025,58
2014-08-01,2014,August,Raiganj,Cooch Bihar Palace,28691,3
2014-08-01,2014,August,Raiganj,Hazarduari Palace,36016,92
2014-08-01,2014,August,Kolkata,Bishnupur Temples,8874,28
2014-08-01,2014,August,Kolkata,Metcelf-Hall,38,1
2014-08-01,2014,August,Rajkot,"Asokan Rock Edict, Jungadh",390,10
2014-08-01,2014,August,Rajkot,"Buddhish Caves, Junagadh",1078,45
2014-08-01,2014,August,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",371,9
2014-08-01,2014,August,Vadodara,"Champaner Monuments, Pavagadh",3817,125
2014-08-01,2014,August,Vadodara,"Sun temple, Modhera",12698,227
2014-08-01,2014,August,Vadodara,"Rani Ki-Vav, Patan",18063,204
2014-08-01,2014,August,Vadodara,"Rudabai Step Well, Adalaj",21101,429
2014-08-01,2014,August,Bhubaneswar,"Sun Temple, Konark",110044,291
2014-08-01,2014,August,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,16062,128
2014-08-01,2014,August,Bhubaneswar,Rajarani Temple,919,27
2014-08-01,2014,August,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,1840,30
2014-08-01,2014,August,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,2565,22
2014-08-01,2014,August,Aurangabad,Ajanta Caves,17898,1041
2014-08-01,2014,August,Aurangabad,Ellora Caves,64740,1101
2014-08-01,2014,August,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),69139,592
2014-08-01,2014,August,Aurangabad,Daulatabad Fort,31787,352
2014-08-01,2014,August,Aurangabad,Pandulena Caves,10398,57
2014-08-01,2014,August,Aurangabad,Aurangabad Caves,11964,176
2014-08-01,2014,August,Mumbai,Elephanta Caves,40889,2255
2014-08-01,2014,August,Mumbai,Buddhist Caves Kanheri,22480,677
2014-08-01,2014,August,Mumbai,Shaniwarwada,70868,534
2014-08-01,2014,August,Mumbai,Aga  Khan Palace Building,11895,501
2014-08-01,2014,August,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",21907,6
2014-08-01,2014,August,Mumbai,"Caves, Temples and inscriptions Karla",11049,103
2014-08-01,2014,August,Mumbai,"Cave Temple & Inscriptions, Bhaja",5162,120
2014-08-01,2014,August,Mumbai,Raigad Fort,12538,4
2014-08-01,2014,August,Mumbai,"Kolaba Fort, Alibag",6825,6
2014-08-01,2014,August,Mumbai,"Old Fort, Sholapur",3326,2
2014-08-01,2014,August,Mumbai,"Janjira Fort, Murd",15561,9
2014-08-01,2014,August,Mumbai,Kondiote Caves,2617,37
2014-08-01,2014,August,Mumbai,Lohgad Fort,9353,33
2014-08-01,2014,August,Nagpur,Gawilgarh Fort,2644,0
2014-08-01,2014,August,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",91,3
2014-08-01,2014,August,Chandigarh,Suraj Kund,5965,4
2014-08-01,2014,August,Chandigarh,Sheikh Chilli's Tomb,2318,2
2014-08-01,2014,August,Delhi,Khan-I-Khana,114,2
2014-08-01,2014,August,Delhi,Sultanghari Tomb,33,0
2014-08-01,2014,August,Delhi,Tughluqabad,4321,51
2014-08-01,2014,August,Delhi,Red Fort,117943,4898
2014-08-01,2014,August,Delhi,Humayun Tomb,37319,11467
2014-08-01,2014,August,Delhi,Qutub Minar,131167,16351
2014-08-01,2014,August,Delhi,Hauzkhas,7796,140
2014-08-01,2014,August,Delhi,Jantar Mantar,11940,382
2014-08-01,2014,August,Delhi,Safdarjung Tomb,4645,1017
2014-08-01,2014,August,Delhi,Kotla Feroz Shah,4985,45
2014-08-01,2014,August,Delhi,Purana Qila,40282,334
2014-08-01,2014,August,Guwahati,Ahom Raja's Palace,2408,9
2014-08-01,2014,August,Guwahati,"Kareghar of Ahom Kings, Sibasagar",6174,29
2014-08-01,2014,August,Guwahati,"Ranghar Pavillion, Jaisagar",4384,34
2014-08-01,2014,August,Guwahati,Bishnudol,1080,6
2014-08-01,2014,August,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1255,7
2014-08-01,2014,August,Goa,Upper Fort Aguada,54084,523
2014-08-01,2014,August,Hyderabad,Charminar,64101,434
2014-08-01,2014,August,Hyderabad,Golconda,108604,1370
2014-08-01,2014,August,Hyderabad,Warangal,6185,18
2014-08-01,2014,August,Jaipur,Ancient Site Bhangarh,10358,102
2014-08-01,2014,August,Jaipur,Baori at Abhaneri,3361,4312
2014-08-01,2014,August,Jaipur,Deeg Bhawan,1765,66
2014-08-01,2014,August,Jodhpur,Chittaurgarh Fort,32481,872
2014-08-01,2014,August,Jodhpur,Kumbhalgarh Fort,25430,575
2014-08-01,2014,August,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,14952,6
2014-08-01,2014,August,Leh,Ancient Palace Leh,2839,284
2014-08-01,2014,August,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",7126,13
2014-08-01,2014,August,Patna,"Ancient site of Vaishali, Kolhua",4661,674
2014-08-01,2014,August,Patna,Excavated Remains at Nalanda,22667,1393
2014-08-01,2014,August,Patna,Ancient Site of Vikramshila Antichak,3452,22
2014-08-01,2014,August,Patna,Sher Shah's Tomb,13820,10
2014-08-01,2014,August,Raipur,Temple of Laxman and Old sites including sculptures sirpur,3934,5
2014-08-01,2014,August,Shimla,"Ruined Fort, kangra",5807,111
2014-08-01,2014,August,Shimla,Rock-cut Temples and Sculptures,4152,96
2014-08-01,2014,August,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",366,0
2014-08-01,2014,August,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",533,1
2014-08-01,2014,August,Srinagar,"Group of Temples at kiramchi, District Udhampur",332,0
2014-08-01,2014,August,Amaravati,Amaravati mahastupa,476,16
2014-08-01,2014,August,Amaravati,Undavalli caves,6628,29
2014-08-01,2014,August,Amaravati,Nagarjuna Kunda,1068,1
2014-08-01,2014,August,Amaravati,Chandragiri Monument,6849,7
2014-08-01,2014,August,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1174,4
2014-09-01,2014,September,Agra,Taj Mahal,294497,42908
2014-09-01,2014,September,Agra,Agra Fort,81102,19265
2014-09-01,2014,September,Agra,Fatehpur Sikri,26355,10716
2014-09-01,2014,September,Agra,Akbar Tomb Sikandra,12705,1087
2014-09-01,2014,September,Agra,Mariam tomb Sikandra,1293,23
2014-09-01,2014,September,Agra,Itimad-ud-Daulah-Tomb,7910,4925
2014-09-01,2014,September,Agra,Ram Bagh,4808,20
2014-09-01,2014,September,Agra,Mehtab Bagh,10150,3542
2014-09-01,2014,September,Agra,Mausoleum,29609,782
2014-09-01,2014,September,Lucknow,Site of Sahet mahet,4594,839
2014-09-01,2014,September,Lucknow,Residency Building,7465,216
2014-09-01,2014,September,Lucknow,Piprahwa & Ganwaria,2068,167
2014-09-01,2014,September,Jhansi,"Gupta Temple & Varah Temple, Deogarh",81,1
2014-09-01,2014,September,Jhansi,Kalinjar Fort,4876,8
2014-09-01,2014,September,Jhansi,Rani Lakshmi Bai Mahal,894,2
2014-09-01,2014,September,Jhansi,Rani Jhansi Fort,20987,40
2014-09-01,2014,September,Sarnath,Lord Cornwallis Tomb,1008,4
2014-09-01,2014,September,Sarnath,"Old Fort (Shahi Fort), Jaunpur",10356,5
2014-09-01,2014,September,Sarnath,Observatory of Man Singh,4429,50
2014-09-01,2014,September,Sarnath,Excavated Remains at sarnath,24959,5173
2014-09-01,2014,September,Sarnath,Tomb of Lal Khan,419,0
2014-09-01,2014,September,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,3371,317
2014-09-01,2014,September,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",22173,48
2014-09-01,2014,September,Thrissur,mattancherry Palace Museum Kochi,18734,4947
2014-09-01,2014,September,Thrissur,"Fort, Palakkad, Palakkad",8815,12
2014-09-01,2014,September,Thrissur,"Fort St. Angelo, Kannur",15257,215
2014-09-01,2014,September,Chennai,Group of Monuments Mamallapuram,81520,3455
2014-09-01,2014,September,Chennai,"Gingee Fort , Gingee",6139,99
2014-09-01,2014,September,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",2616,63
2014-09-01,2014,September,Tiruchirappalli,"Fort on Rock, Dindigual",1643,6
2014-09-01,2014,September,Tiruchirappalli,"Moovarkoil, Kodumbalur",1125,2
2014-09-01,2014,September,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2085,12
2014-09-01,2014,September,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,1533,23
2014-09-01,2014,September,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1266,34
2014-09-01,2014,September,Tiruchirappalli,"Fort Museum, Thirumayam",16892,301
2014-09-01,2014,September,Tiruchirappalli,Fort Vattakottai,9540,20
2014-09-01,2014,September,Bhopal,Buddhist Caves,1272,2
2014-09-01,2014,September,Bhopal,"The palace situated in the fort, Burhanpur",3163,18
2014-09-01,2014,September,Bhopal,Hoshang Shah's Tomb,7335,113
2014-09-01,2014,September,Bhopal,"Group of monument, Royal Palace Mandu",20583,122
2014-09-01,2014,September,Bhopal,Roopmati's Pavilion,24963,119
2014-09-01,2014,September,Bhopal,"Buddhist Monuments, Sanchi",15082,239
2014-09-01,2014,September,Bhopal,Gwalior Fort,13568,410
2014-09-01,2014,September,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1897,0
2014-09-01,2014,September,Bhopal,"Badal Mahal Gatwway, Chanderi",857,5
2014-09-01,2014,September,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,3376,46
2014-09-01,2014,September,Bhopal,Bir Singh Palace Datia,1363,42
2014-09-01,2014,September,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1282,0
2014-09-01,2014,September,Jabalpur,"Western Group of Temples, Khajuraho",16322,2780
2014-09-01,2014,September,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",3512,2
2014-09-01,2014,September,Dharwad,Durga temple complex Aihole,10594,218
2014-09-01,2014,September,Dharwad,"Jaina & Vaishnava Cave, Badami",20273,368
2014-09-01,2014,September,Dharwad,Group of Monuments (WH) Pattadakal,16351,268
2014-09-01,2014,September,Dharwad,"Gol Gumbaz, Vijayapura",43807,90
2014-09-01,2014,September,Dharwad,"Ibrahim Rauza, Bijapur",8180,67
2014-09-01,2014,September,Dharwad,"Temples & Sculpture Shed, lakkumdi",766,5
2014-09-01,2014,September,Hampi,"Group of Monuments, Hampi",32097,1476
2014-09-01,2014,September,Hampi,Bellary Fort,1740,3
2014-09-01,2014,September,Banglore,Dariya Daulath Bagh,33393,723
2014-09-01,2014,September,Banglore,Keshava Temple,10891,528
2014-09-01,2014,September,Banglore,Palace of Tipu Sultan,14015,584
2014-09-01,2014,September,Banglore,Fortress and Temple Chitrudurga Fort,16777,54
2014-09-01,2014,September,Raiganj,Cooch Bihar Palace,24117,2
2014-09-01,2014,September,Raiganj,Hazarduari Palace,44438,113
2014-09-01,2014,September,Kolkata,Bishnupur Temples,10037,32
2014-09-01,2014,September,Kolkata,Metcelf-Hall,32,1
2014-09-01,2014,September,Rajkot,"Asokan Rock Edict, Jungadh",390,10
2014-09-01,2014,September,Rajkot,"Buddhish Caves, Junagadh",1129,47
2014-09-01,2014,September,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",389,9
2014-09-01,2014,September,Vadodara,"Champaner Monuments, Pavagadh",3333,109
2014-09-01,2014,September,Vadodara,"Sun temple, Modhera",12795,229
2014-09-01,2014,September,Vadodara,"Rani Ki-Vav, Patan",17091,193
2014-09-01,2014,September,Vadodara,"Rudabai Step Well, Adalaj",21931,446
2014-09-01,2014,September,Bhubaneswar,"Sun Temple, Konark",132729,351
2014-09-01,2014,September,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,18360,146
2014-09-01,2014,September,Bhubaneswar,Rajarani Temple,923,27
2014-09-01,2014,September,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,1786,29
2014-09-01,2014,September,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,2758,24
2014-09-01,2014,September,Aurangabad,Ajanta Caves,16637,967
2014-09-01,2014,September,Aurangabad,Ellora Caves,70678,1202
2014-09-01,2014,September,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),73627,631
2014-09-01,2014,September,Aurangabad,Daulatabad Fort,25782,286
2014-09-01,2014,September,Aurangabad,Pandulena Caves,11137,61
2014-09-01,2014,September,Aurangabad,Aurangabad Caves,11959,176
2014-09-01,2014,September,Mumbai,Elephanta Caves,37914,2091
2014-09-01,2014,September,Mumbai,Buddhist Caves Kanheri,21696,653
2014-09-01,2014,September,Mumbai,Shaniwarwada,66479,501
2014-09-01,2014,September,Mumbai,Aga  Khan Palace Building,14076,592
2014-09-01,2014,September,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",18240,5
2014-09-01,2014,September,Mumbai,"Caves, Temples and inscriptions Karla",14522,136
2014-09-01,2014,September,Mumbai,"Cave Temple & Inscriptions, Bhaja",5100,118
2014-09-01,2014,September,Mumbai,Raigad Fort,11518,4
2014-09-01,2014,September,Mumbai,"Kolaba Fort, Alibag",6973,6
2014-09-01,2014,September,Mumbai,"Old Fort, Sholapur",3505,2
2014-09-01,2014,September,Mumbai,"Janjira Fort, Murd",14343,8
2014-09-01,2014,September,Mumbai,Kondiote Caves,2625,37
2014-09-01,2014,September,Mumbai,Lohgad Fort,10738,38
2014-09-01,2014,September,Nagpur,Gawilgarh Fort,2268,0
2014-09-01,2014,September,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",90,3
2014-09-01,2014,September,Chandigarh,Suraj Kund,5303,4
2014-09-01,2014,September,Chandigarh,Sheikh Chilli's Tomb,2233,2
2014-09-01,2014,September,Delhi,Khan-I-Khana,99,2
